開催日,競馬場,レース番号,出走時刻,レース名,コース,距離,出走頭数,金額,開催日(年),開催日(月)
2023/10/07,東京,12,16:25,3歳以上1勝クラス,ダート,1400,15,990,2023,10
2023/10/01,中山,1,10:05,2歳未勝利,ダート,1200,14,360,2023,10
2023/10/01,中山,2,10:35,2歳未勝利,芝,1600,13,23400,2023,10
2023/10/01,中山,3,11:05,2歳新馬,芝,1200,16,1130,2023,10
2023/10/01,中山,4,11:35,3歳以上1勝クラス,ダート,1800,13,5150,2023,10
2023/10/01,中山,5,12:25,2歳新馬,芝,1800,14,720,2023,10
2023/10/01,中山,6,12:55,3歳以上1勝クラス,ダート,1200,16,1550,2023,10
2023/10/01,中山,7,13:25,3歳以上1勝クラス,芝,2200,15,5090,2023,10
2023/10/01,中山,8,13:55,サフラン賞,芝,1600,7,32330,2023,10
2023/10/01,中山,9,14:25,3歳以上2勝クラス,ダート,1800,16,390,2023,10
2023/10/01,中山,10,15:01,茨城新聞杯,芝,2000,17,560,2023,10
2023/10/01,中山,11,15:40,スプリンターズステークス,芝,1200,16,25770,2023,10
2023/10/01,中山,12,16:25,外房ステークス,ダート,1200,16,820,2023,10
2023/10/01,阪神,1,09:50,2歳未勝利,ダート,1400,15,490,2023,10
2023/10/01,阪神,2,10:20,2歳未勝利,芝,1400,11,13730,2023,10
2023/10/01,阪神,3,10:50,2歳新馬,ダート,1200,13,270,2023,10
2023/10/01,阪神,4,11:20,3歳以上1勝クラス,ダート,1800,12,950,2023,10
2023/10/01,阪神,5,12:10,2歳新馬,芝,2000,9,10680,2023,10
2023/10/01,阪神,6,12:40,3歳以上1勝クラス,芝,1600,16,560,2023,10
2023/10/01,阪神,7,13:10,3歳以上1勝クラス,芝,2000,12,2790,2023,10
2023/10/01,阪神,8,13:40,3歳以上2勝クラス,ダート,2000,13,11540,2023,10
2023/10/01,阪神,9,14:15,武田尾特別,芝,1800,12,7120,2023,10
2023/10/01,阪神,10,14:50,堺ステークス,ダート,1800,12,240,2023,10
2023/10/01,阪神,11,15:30,ポートアイランドステークス,芝,1600,9,17230,2023,10
2023/10/01,阪神,12,16:05,3歳以上2勝クラス,ダート,1400,16,,2023,10
2023/11/26,京都,1,09:40,2歳未勝利,ダート,1200,16,370,2023,11
2023/11/26,京都,2,10:10,2歳未勝利,芝,1400,18,670,2023,11
2023/11/26,京都,3,10:40,2歳未勝利,芝,2000,15,38230,2023,11
2023/11/26,京都,4,11:10,2歳新馬,ダート,1800,15,17500,2023,11
2023/11/26,京都,5,11:40,3歳以上1勝クラス,芝,2000,14,450,2023,11
2023/11/26,京都,6,12:30,2歳新馬,芝,1800,15,22060,2023,11
2023/11/26,京都,7,13:01,3歳以上2勝クラス,ダート,1800,15,430,2023,11
2023/11/26,京都,8,13:30,3歳以上2勝クラス,ダート,1400,16,980,2023,11
2023/11/26,京都,9,14:05,白菊賞,芝,1600,10,490,2023,11
2023/11/26,京都,10,14:41,清水ステークス,芝,1600,13,980,2023,11
2023/11/26,京都,11,15:15,カノープスステークス,ダート,1900,16,2290,2023,11
2023/11/26,京都,12,16:15,京阪杯,芝,1200,18,450,2023,11
2023/11/26,東京,1,09:31,2歳未勝利,ダート,1400,16,23490,2023,11
2023/11/26,東京,2,09:55,2歳未勝利,芝,1600,18,5240,2023,11
2023/11/26,東京,3,10:25,2歳未勝利,ダート,1600,16,1350,2023,11
2023/11/26,東京,4,10:55,2歳未勝利,芝,2000,14,300,2023,11
2023/11/26,東京,5,11:25,2歳新馬,ダート,1600,16,910,2023,11
2023/11/26,東京,6,12:15,2歳新馬,芝,1800,16,1100,2023,11
2023/11/26,東京,7,12:45,3歳以上1勝クラス,ダート,1400,16,8280,2023,11
2023/11/26,東京,8,13:15,ベゴニア賞,芝,1600,8,3560,2023,11
2023/11/26,東京,9,13:50,アーモンドアイメモリアル,芝,2000,11,5120,2023,11
2023/11/26,東京,10,14:25,アプローズ賞,ダート,1600,16,350,2023,11
2023/11/26,東京,11,15:01,ウェルカムステークス,芝,2000,13,2460,2023,11
2023/11/26,東京,12,15:40,ジャパンカップ,芝,2400,18,2550,2023,11
2023/11/25,京都,1,10:05,2歳未勝利,ダート,1800,16,510,2023,11
2023/11/25,京都,2,10:35,2歳未勝利,芝,1600,13,250,2023,11
2023/11/25,京都,3,11:05,2歳未勝利,芝,1800,14,4310,2023,11
2023/11/25,京都,4,11:35,障害3歳以上未勝利,障害,2910,10,6260,2023,11
2023/11/25,京都,5,12:25,2歳新馬,芝,1400,12,420,2023,11
2023/11/25,京都,6,12:55,2歳新馬,ダート,1200,12,1590,2023,11
2023/11/25,京都,7,13:25,3歳以上1勝クラス,ダート,1800,14,340,2023,11
2023/11/25,京都,8,13:55,3歳以上1勝クラス,ダート,1400,16,760,2023,11
2023/11/25,京都,9,14:31,高雄特別,芝,2400,12,5420,2023,11
2023/11/25,京都,10,15:05,花園ステークス,ダート,1800,16,9450,2023,11
2023/11/25,京都,11,15:40,ラジオＮＩＫＫＥＩ杯京都２歳ステークス,芝,2000,14,750,2023,11
2023/11/25,京都,12,16:15,3歳以上2勝クラス,芝,1200,18,210,2023,11
2023/11/25,東京,1,09:50,2歳未勝利,ダート,1600,15,200,2023,11
2023/11/25,東京,2,10:20,2歳未勝利,芝,1400,18,520,2023,11
2023/11/25,東京,3,10:50,2歳未勝利,芝,1800,13,7510,2023,11
2023/11/25,東京,4,11:20,2歳新馬,ダート,1400,16,260,2023,11
2023/11/25,東京,5,12:10,2歳新馬,芝,1600,18,4120,2023,11
2023/11/25,東京,6,12:40,3歳以上1勝クラス,ダート,1600,16,1330,2023,11
2023/11/25,東京,7,13:10,3歳以上1勝クラス,芝,2400,16,350,2023,11
2023/11/25,東京,8,13:40,3歳以上2勝クラス,ダート,1400,16,340,2023,11
2023/11/25,東京,9,14:15,カトレアステークス,ダート,1600,16,630,2023,11
2023/11/25,東京,10,14:50,シャングリラステークス,ダート,1400,16,17960,2023,11
2023/11/25,東京,11,15:25,キャピタルステークス,芝,1600,10,5610,2023,11
2023/11/25,東京,12,16:01,3歳以上2勝クラス,芝,1600,14,18290,2023,11
2023/11/19,京都,1,10:05,2歳未勝利,芝,1200,16,940,2023,11
2023/11/19,京都,2,10:35,2歳未勝利,ダート,1800,16,520,2023,11
2023/11/19,京都,3,11:05,2歳未勝利,芝,1800,12,1200,2023,11
2023/11/19,京都,4,11:35,2歳新馬,芝,1600,13,1610,2023,11
2023/11/19,京都,5,12:25,2歳新馬,芝,2000,7,19640,2023,11
2023/11/19,京都,6,12:55,3歳以上1勝クラス,ダート,1900,15,13730,2023,11
2023/11/19,京都,7,13:25,3歳以上2勝クラス,ダート,1800,16,6220,2023,11
2023/11/19,京都,8,13:55,3歳以上2勝クラス,ダート,1200,15,910,2023,11
2023/11/19,京都,9,14:25,秋明菊賞,芝,1400,8,29100,2023,11
2023/11/19,京都,10,15:00,近江特別,芝,2000,17,160,2023,11
2023/11/19,京都,11,15:40,マイルチャンピオンシップ,芝,1600,16,840,2023,11
2023/11/19,京都,12,16:20,西陣ステークス,ダート,1400,14,3090,2023,11
2023/11/19,東京,1,09:55,2歳未勝利,ダート,1400,16,1310,2023,11
2023/11/19,東京,2,10:25,2歳未勝利,芝,1800,16,2330,2023,11
2023/11/19,東京,3,10:55,2歳未勝利,芝,2000,15,3070,2023,11
2023/11/19,東京,4,11:25,2歳新馬,ダート,1600,16,540,2023,11
2023/11/19,東京,5,12:15,2歳新馬,芝,1400,16,550,2023,11
2023/11/19,東京,6,12:45,3歳以上1勝クラス,ダート,1600,16,630,2023,11
2023/11/19,東京,7,13:15,3歳以上1勝クラス,ダート,1400,16,340,2023,11
2023/11/19,東京,8,13:45,3歳以上2勝クラス,ダート,2100,15,1490,2023,11
2023/11/19,東京,9,14:15,赤松賞,芝,1600,9,2040,2023,11
2023/11/19,東京,10,14:50,秋色ステークス,芝,1600,9,890,2023,11
2023/11/19,東京,11,15:30,霜月ステークス,ダート,1400,16,1730,2023,11
2023/11/19,東京,12,16:05,3歳以上2勝クラス,芝,1400,18,330,2023,11
2023/11/19,福島,1,09:50,2歳未勝利,ダート,1150,16,600,2023,11
2023/11/19,福島,2,10:15,3歳以上1勝クラス,ダート,1700,15,350,2023,11
2023/11/19,福島,3,10:45,3歳以上1勝クラス,ダート,1700,15,320,2023,11
2023/11/19,福島,4,11:15,障害3歳以上未勝利,障害,2770,14,580,2023,11
2023/11/19,福島,5,12:05,2歳新馬,芝,1800,16,530,2023,11
2023/11/19,福島,6,12:35,2歳未勝利,芝,1200,16,6430,2023,11
2023/11/19,福島,7,13:05,3歳以上1勝クラス,ダート,1150,16,850,2023,11
2023/11/19,福島,8,13:35,3歳以上1勝クラス,芝,2000,16,280,2023,11
2023/11/19,福島,9,14:05,磐梯山特別,芝,2600,16,210,2023,11
2023/11/19,福島,10,14:40,五色沼特別,芝,1800,16,940,2023,11
2023/11/19,福島,11,15:20,福島民友カップ,ダート,1700,15,30730,2023,11
2023/11/19,福島,12,15:55,3歳以上1勝クラス,芝,1200,16,3950,2023,11
2023/11/18,京都,1,10:05,2歳未勝利,ダート,1400,16,1390,2023,11
2023/11/18,京都,2,10:35,2歳未勝利,ダート,1800,16,4080,2023,11
2023/11/18,京都,3,11:05,2歳未勝利,芝,1600,12,590,2023,11
2023/11/18,京都,4,11:35,2歳新馬,ダート,1400,13,910,2023,11
2023/11/18,京都,5,12:25,2歳新馬,芝,1200,10,250,2023,11
2023/11/18,京都,6,13:00,2歳未勝利,芝,2000,10,6680,2023,11
2023/11/18,京都,7,13:30,3歳以上1勝クラス,ダート,1800,12,7010,2023,11
2023/11/18,京都,8,14:00,3歳以上2勝クラス,芝,1600,13,290,2023,11
2023/11/18,京都,9,14:35,蹴上特別,ダート,1800,16,730,2023,11
2023/11/18,京都,10,15:10,比叡ステークス,芝,2400,14,430,2023,11
2023/11/18,京都,11,15:45,アンドロメダステークス,芝,2000,16,7720,2023,11
2023/11/18,京都,12,16:20,3歳以上1勝クラス,芝,1600,15,27730,2023,11
2023/11/18,東京,1,09:55,2歳未勝利,ダート,1600,16,380,2023,11
2023/11/18,東京,2,10:25,2歳未勝利,芝,1600,18,16230,2023,11
2023/11/18,東京,3,10:55,2歳未勝利,ダート,1300,16,1900,2023,11
2023/11/18,東京,4,11:25,2歳新馬,芝,1600,14,4910,2023,11
2023/11/18,東京,5,12:15,2歳新馬,芝,2000,14,170,2023,11
2023/11/18,東京,6,12:50,2歳1勝クラス,芝,1400,9,3240,2023,11
2023/11/18,東京,7,13:20,3歳以上1勝クラス,ダート,2100,11,38740,2023,11
2023/11/18,東京,8,13:50,3歳以上2勝クラス,ダート,1400,16,1610,2023,11
2023/11/18,東京,9,14:20,南武特別,芝,2400,12,500,2023,11
2023/11/18,東京,10,14:55,晩秋ステークス,ダート,2100,16,9810,2023,11
2023/11/18,東京,11,15:30,東京スポーツ杯２歳ステークス,芝,1800,10,940,2023,11
2023/11/18,東京,12,16:05,3歳以上1勝クラス,芝,1600,15,7230,2023,11
2023/11/18,福島,1,09:50,3歳以上1勝クラス,ダート,1150,16,2580,2023,11
2023/11/18,福島,2,10:15,2歳未勝利,ダート,1700,15,180,2023,11
2023/11/18,福島,3,10:45,2歳未勝利,ダート,1700,15,590,2023,11
2023/11/18,福島,4,11:15,障害3歳以上未勝利,障害,2770,14,41770,2023,11
2023/11/18,福島,5,12:05,障害3歳以上オープン,障害,3380,14,4080,2023,11
2023/11/18,福島,6,12:40,3歳以上1勝クラス,ダート,1700,15,12680,2023,11
2023/11/18,福島,7,13:10,2歳未勝利,芝,1800,16,6650,2023,11
2023/11/18,福島,8,13:40,3歳以上1勝クラス,芝,1200,16,310,2023,11
2023/11/18,福島,9,14:10,高湯温泉特別,芝,1800,16,680,2023,11
2023/11/18,福島,10,14:45,西郷特別,ダート,1150,16,5030,2023,11
2023/11/18,福島,11,15:20,キビタキステークス,芝,1200,16,1630,2023,11
2023/11/18,福島,12,15:55,3歳以上1勝クラス,芝,2000,16,310,2023,11
2023/11/12,京都,1,10:05,2歳未勝利,ダート,1200,13,5960,2023,11
2023/11/12,京都,2,10:30,2歳未勝利,芝,1400,17,7130,2023,11
2023/11/12,京都,3,11:00,2歳未勝利,芝,1600,13,1870,2023,11
2023/11/12,京都,4,11:30,2歳新馬,ダート,1400,16,690,2023,11
2023/11/12,京都,5,12:20,2歳新馬,芝,2000,8,270,2023,11
2023/11/12,京都,6,12:55,3歳以上1勝クラス,芝,1800,9,9500,2023,11
2023/11/12,京都,7,13:25,3歳以上2勝クラス,芝,2200,11,7750,2023,11
2023/11/12,京都,8,13:55,3歳以上2勝クラス,ダート,1900,16,450,2023,11
2023/11/12,京都,9,14:25,黄菊賞,芝,2000,7,590,2023,11
2023/11/12,京都,10,15:01,室町ステークス,ダート,1200,16,700,2023,11
2023/11/12,京都,11,15:40,エリザベス女王杯,芝,2200,15,15740,2023,11
2023/11/12,京都,12,16:25,ドンカスターカップ,ダート,1400,16,1030,2023,11
2023/11/12,東京,1,09:55,2歳未勝利,ダート,1400,14,3910,2023,11
2023/11/12,東京,2,10:20,2歳未勝利,芝,1800,12,420,2023,11
2023/11/12,東京,3,10:50,2歳未勝利,芝,1400,16,20400,2023,11
2023/11/12,東京,4,11:20,2歳新馬,ダート,1300,16,,2023,11
2023/11/12,東京,5,12:10,2歳新馬,芝,1600,11,1200,2023,11
2023/11/12,東京,6,12:45,3歳以上1勝クラス,ダート,1600,12,110,2023,11
2023/11/12,東京,7,13:15,3歳以上2勝クラス,ダート,1300,16,16020,2023,11
2023/11/12,東京,8,13:50,3歳以上2勝クラス,芝,1800,8,1590,2023,11
2023/11/12,東京,9,14:15,銀嶺ステークス,ダート,1400,15,1300,2023,11
2023/11/12,東京,10,14:50,ユートピアステークス,芝,1800,14,25060,2023,11
2023/11/12,東京,11,15:30,オーロカップ,芝,1400,18,430,2023,11
2023/11/12,東京,12,16:05,3歳以上1勝クラス,芝,1800,11,11850,2023,11
2023/11/12,福島,1,09:50,2歳未勝利,ダート,1700,15,170,2023,11
2023/11/12,福島,2,10:15,2歳未勝利,芝,2000,16,3430,2023,11
2023/11/12,福島,3,10:40,3歳以上1勝クラス,ダート,1700,13,3190,2023,11
2023/11/12,福島,4,11:15,障害3歳以上未勝利,障害,2750,11,1560,2023,11
2023/11/12,福島,5,12:00,障害3歳以上未勝利,障害,2750,10,1620,2023,11
2023/11/12,福島,6,12:35,3歳以上1勝クラス,ダート,2400,10,13060,2023,11
2023/11/12,福島,7,13:05,3歳以上1勝クラス,芝,1200,15,,2023,11
2023/11/12,福島,8,13:35,3歳以上1勝クラス,芝,1800,11,2470,2023,11
2023/11/12,福島,9,14:05,福島２歳ステークス,芝,1200,15,670,2023,11
2023/11/12,福島,10,14:40,福島放送賞,ダート,1700,15,160,2023,11
2023/11/12,福島,11,15:20,福島記念,芝,2000,16,1050,2023,11
2023/11/12,福島,12,15:55,3歳以上1勝クラス,ダート,1150,16,430,2023,11
2023/11/11,京都,1,10:05,2歳未勝利,ダート,1400,14,190,2023,11
2023/11/11,京都,2,10:35,2歳未勝利,ダート,1800,13,6970,2023,11
2023/11/11,京都,3,11:05,2歳未勝利,芝,2000,10,570,2023,11
2023/11/11,京都,4,11:35,2歳新馬,芝,1600,11,260,2023,11
2023/11/11,京都,5,12:25,2歳新馬,芝,1800,11,21490,2023,11
2023/11/11,京都,6,12:55,3歳以上1勝クラス,ダート,1800,10,140,2023,11
2023/11/11,京都,7,13:25,3歳以上1勝クラス,ダート,1200,16,550,2023,11
2023/11/11,京都,8,14:00,京都ジャンプステークス,障害,3170,12,510,2023,11
2023/11/11,京都,9,14:35,修学院ステークス,芝,2000,16,14100,2023,11
2023/11/11,京都,10,15:10,観月橋ステークス,ダート,1900,16,2950,2023,11
2023/11/11,京都,11,15:45,デイリー杯２歳ステークス,芝,1600,11,570,2023,11
2023/11/11,京都,12,16:20,3歳以上2勝クラス,芝,1400,18,340,2023,11
2023/11/11,東京,1,09:55,2歳未勝利,ダート,1600,15,300,2023,11
2023/11/11,東京,2,10:25,2歳未勝利,芝,1600,8,370,2023,11
2023/11/11,東京,3,10:55,2歳未勝利,芝,2000,10,3090,2023,11
2023/11/11,東京,4,11:25,2歳未勝利,ダート,1600,13,280,2023,11
2023/11/11,東京,5,12:15,2歳新馬,芝,1800,12,4620,2023,11
2023/11/11,東京,6,12:45,2歳新馬,芝,1600,14,6030,2023,11
2023/11/11,東京,7,13:15,3歳以上1勝クラス,ダート,1300,16,820,2023,11
2023/11/11,東京,8,13:45,3歳以上2勝クラス,ダート,1600,16,1980,2023,11
2023/11/11,東京,9,14:20,オキザリス賞,ダート,1400,16,59650,2023,11
2023/11/11,東京,10,14:55,奥多摩ステークス,芝,1400,15,110,2023,11
2023/11/11,東京,11,15:30,東京中日スポーツ杯武蔵野ステークス,ダート,1600,16,620,2023,11
2023/11/11,東京,12,16:05,3歳以上2勝クラス,芝,1600,8,4510,2023,11
2023/11/11,福島,1,09:50,2歳未勝利,ダート,1150,16,310,2023,11
2023/11/11,福島,2,10:15,2歳未勝利,ダート,1700,15,640,2023,11
2023/11/11,福島,3,10:45,2歳未勝利,芝,1200,16,41200,2023,11
2023/11/11,福島,4,11:15,3歳以上1勝クラス,ダート,1700,15,550,2023,11
2023/11/11,福島,5,12:05,2歳新馬,芝,2000,16,2690,2023,11
2023/11/11,福島,6,12:35,3歳以上1勝クラス,芝,1200,16,320,2023,11
2023/11/11,福島,7,13:05,3歳以上1勝クラス,ダート,1150,16,6140,2023,11
2023/11/11,福島,8,13:35,3歳以上1勝クラス,芝,2600,12,2030,2023,11
2023/11/11,福島,9,14:10,二本松特別,芝,2000,12,910,2023,11
2023/11/11,福島,10,14:45,飯坂温泉特別,芝,1200,16,880,2023,11
2023/11/11,福島,11,15:20,奥羽ステークス,ダート,1700,15,1750,2023,11
2023/11/11,福島,12,15:55,3歳以上1勝クラス,芝,1200,14,560,2023,11
2023/11/05,京都,1,10:10,2歳未勝利,芝,1200,14,4570,2023,11
2023/11/05,京都,2,10:40,2歳未勝利,ダート,1800,10,3880,2023,11
2023/11/05,京都,3,11:10,2歳未勝利,芝,1800,9,530,2023,11
2023/11/05,京都,4,11:40,2歳新馬,芝,1600,17,270,2023,11
2023/11/05,京都,5,12:30,2歳新馬,芝,2000,8,17110,2023,11
2023/11/05,京都,6,13:05,3歳以上1勝クラス,ダート,1400,15,1760,2023,11
2023/11/05,京都,7,13:35,3歳以上2勝クラス,ダート,1800,12,2880,2023,11
2023/11/05,京都,8,14:05,3歳以上2勝クラス,ダート,1200,14,1280,2023,11
2023/11/05,京都,9,14:35,もちの木賞,ダート,1800,11,1090,2023,11
2023/11/05,京都,10,15:10,醍醐ステークス,芝,1200,18,1080,2023,11
2023/11/05,京都,11,15:45,みやこステークス,ダート,1800,16,16030,2023,11
2023/11/05,京都,12,16:25,3歳以上1勝クラス,芝,1400,17,830,2023,11
2023/11/05,東京,1,10:00,2歳未勝利,ダート,1600,13,4790,2023,11
2023/11/05,東京,2,10:30,2歳未勝利,芝,1600,13,1690,2023,11
2023/11/05,東京,3,11:00,2歳未勝利,ダート,1300,16,730,2023,11
2023/11/05,東京,4,11:30,2歳未勝利,芝,1800,6,1520,2023,11
2023/11/05,東京,5,12:20,2歳新馬,芝,2000,9,460,2023,11
2023/11/05,東京,6,12:55,2歳新馬,芝,1400,18,21460,2023,11
2023/11/05,東京,7,13:25,3歳以上1勝クラス,ダート,1600,12,1780,2023,11
2023/11/05,東京,8,13:55,3歳以上2勝クラス,ダート,1400,16,18360,2023,11
2023/11/05,東京,9,14:25,百日草特別,芝,2000,9,720,2023,11
2023/11/05,東京,10,15:01,馬事公苑リニューアルオープン記念,ダート,1600,14,1910,2023,11
2023/11/05,東京,11,15:35,アルゼンチン共和国杯,芝,2500,18,680,2023,11
2023/11/05,東京,12,16:10,3歳以上2勝クラス,芝,1400,12,4970,2023,11
2023/11/05,福島,1,09:50,2歳未勝利,ダート,1150,12,2410,2023,11
2023/11/05,福島,2,10:20,2歳未勝利,芝,1200,16,14080,2023,11
2023/11/05,福島,3,10:50,3歳以上1勝クラス,ダート,1700,12,320,2023,11
2023/11/05,福島,4,11:20,障害3歳以上未勝利,障害,2750,11,520,2023,11
2023/11/05,福島,5,12:10,障害3歳以上未勝利,障害,2750,9,5000,2023,11
2023/11/05,福島,6,12:45,2歳新馬,ダート,1700,15,150,2023,11
2023/11/05,福島,7,13:15,3歳以上1勝クラス,芝,2600,11,35630,2023,11
2023/11/05,福島,8,13:45,3歳以上1勝クラス,芝,1200,13,370,2023,11
2023/11/05,福島,9,14:15,三春駒特別,芝,2000,14,730,2023,11
2023/11/05,福島,10,14:50,河北新報杯,ダート,1700,15,6050,2023,11
2023/11/05,福島,11,15:25,みちのくステークス,芝,1200,16,,2023,11
2023/11/05,福島,12,16:01,3歳以上1勝クラス,ダート,1150,11,350,2023,11
2023/11/04,京都,1,10:05,2歳未勝利,ダート,1400,16,7630,2023,11
2023/11/04,京都,2,10:35,2歳未勝利,ダート,1800,11,3380,2023,11
2023/11/04,京都,3,11:05,2歳未勝利,芝,1600,13,1710,2023,11
2023/11/04,京都,4,11:35,2歳未勝利,芝,2000,8,1360,2023,11
2023/11/04,京都,5,12:25,2歳新馬,芝,1600,10,1560,2023,11
2023/11/04,京都,6,12:55,2歳新馬,ダート,1800,14,340,2023,11
2023/11/04,京都,7,13:25,3歳以上1勝クラス,芝,2200,11,1960,2023,11
2023/11/04,京都,8,14:01,3歳以上1勝クラス,ダート,1800,12,3200,2023,11
2023/11/04,京都,9,14:35,衣笠特別,芝,2000,10,16480,2023,11
2023/11/04,京都,10,15:10,貴船ステークス,ダート,1200,16,680,2023,11
2023/11/04,京都,11,15:45,ＫＢＳ京都賞ファンタジーステークス,芝,1400,18,630,2023,11
2023/11/04,京都,12,16:25,3歳以上2勝クラス,芝,1600,10,350,2023,11
2023/11/04,東京,1,09:55,2歳未勝利,ダート,1600,12,2400,2023,11
2023/11/04,東京,2,10:25,2歳未勝利,芝,1400,15,1250,2023,11
2023/11/04,東京,3,10:55,2歳未勝利,芝,2000,14,11170,2023,11
2023/11/04,東京,4,11:25,2歳新馬,ダート,1600,16,4530,2023,11
2023/11/04,東京,5,12:15,2歳新馬,芝,1800,13,920,2023,11
2023/11/04,東京,6,12:45,3歳以上1勝クラス,ダート,1400,16,3030,2023,11
2023/11/04,東京,7,13:15,3歳以上1勝クラス,ダート,1600,11,1940,2023,11
2023/11/04,東京,8,13:50,秋陽ジャンプステークス,障害,3110,14,10810,2023,11
2023/11/04,東京,9,14:25,神奈川新聞杯,ダート,1600,16,10570,2023,11
2023/11/04,東京,10,15:01,ノベンバーステークス,芝,1800,10,450,2023,11
2023/11/04,東京,11,15:35,京王杯２歳ステークス,芝,1400,12,4340,2023,11
2023/11/04,東京,12,16:10,3歳以上2勝クラス,芝,2000,10,11890,2023,11
2023/11/04,福島,1,09:50,2歳未勝利,ダート,1700,15,30150,2023,11
2023/11/04,福島,2,10:15,2歳未勝利,芝,1800,13,9800,2023,11
2023/11/04,福島,3,10:45,3歳以上1勝クラス,ダート,1150,12,7960,2023,11
2023/11/04,福島,4,11:15,3歳以上1勝クラス,ダート,2400,11,3010,2023,11
2023/11/04,福島,5,12:05,2歳新馬,芝,1200,16,11310,2023,11
2023/11/04,福島,6,12:35,3歳以上1勝クラス,芝,1800,14,1210,2023,11
2023/11/04,福島,7,13:05,3歳以上1勝クラス,ダート,1700,13,28000,2023,11
2023/11/04,福島,8,13:40,3歳以上1勝クラス,芝,1200,13,6800,2023,11
2023/11/04,福島,9,14:15,土湯温泉特別,芝,1800,16,5330,2023,11
2023/11/04,福島,10,14:50,三陸特別,芝,2600,16,1440,2023,11
2023/11/04,福島,11,15:25,フルーツラインカップ,ダート,1150,13,8740,2023,11
2023/11/04,福島,12,16:01,3歳以上1勝クラス,芝,1200,11,26910,2023,11
2023/12/28,中山,1,10:05,2歳未勝利,ダート,1200,16,5440,2023,12
2023/12/28,中山,2,10:35,2歳未勝利,ダート,1800,16,20840,2023,12
2023/12/28,中山,3,11:05,2歳未勝利,芝,1600,16,5240,2023,12
2023/12/28,中山,4,11:35,2歳未勝利,芝,1800,16,1720,2023,12
2023/12/28,中山,5,12:25,2歳新馬,芝,2000,15,280,2023,12
2023/12/28,中山,6,12:55,2歳新馬,ダート,1200,16,160,2023,12
2023/12/28,中山,7,13:25,3歳以上1勝クラス,芝,1800,16,710,2023,12
2023/12/28,中山,8,13:55,3歳以上1勝クラス,ダート,1200,16,170,2023,12
2023/12/28,中山,9,14:25,立志賞,ダート,1800,16,160,2023,12
2023/12/28,中山,10,15:01,ベストウィッシュカップ,ダート,1200,16,310,2023,12
2023/12/28,中山,11,15:40,ホープフルステークス,芝,2000,18,1740,2023,12
2023/12/28,中山,12,16:25,２０２３ファイナルステークス,芝,1600,16,390,2023,12
2023/12/28,阪神,1,09:50,2歳未勝利,ダート,1800,16,19230,2023,12
2023/12/28,阪神,2,10:20,2歳未勝利,芝,1200,14,550,2023,12
2023/12/28,阪神,3,10:50,2歳未勝利,芝,1800,14,440,2023,12
2023/12/28,阪神,4,11:20,障害3歳以上未勝利,障害,2970,14,7080,2023,12
2023/12/28,阪神,5,12:10,2歳新馬,芝,1800,14,1310,2023,12
2023/12/28,阪神,6,12:40,2歳1勝クラス,ダート,1800,9,1350,2023,12
2023/12/28,阪神,7,13:10,3歳以上1勝クラス,芝,2400,13,940,2023,12
2023/12/28,阪神,8,13:40,3歳以上1勝クラス,ダート,1400,15,170,2023,12
2023/12/28,阪神,9,14:15,春待月賞,ダート,1800,16,550,2023,12
2023/12/28,阪神,10,14:50,フォーチュンカップ,芝,2000,11,11260,2023,12
2023/12/28,阪神,11,15:30,ベテルギウスステークス,ダート,1800,15,280,2023,12
2023/12/28,阪神,12,16:05,カウントダウンステークス,芝,1200,16,360,2023,12
2023/12/24,中山,1,09:50,2歳未勝利,ダート,1200,16,9220,2023,12
2023/12/24,中山,2,10:20,2歳未勝利,ダート,1800,16,4400,2023,12
2023/12/24,中山,3,10:50,2歳未勝利,芝,1200,16,6280,2023,12
2023/12/24,中山,4,11:20,2歳未勝利,芝,2000,16,18670,2023,12
2023/12/24,中山,5,11:50,2歳新馬,ダート,1200,16,330,2023,12
2023/12/24,中山,6,12:40,2歳新馬,芝,1600,15,1000,2023,12
2023/12/24,中山,7,13:10,3歳以上1勝クラス,ダート,1800,16,21530,2023,12
2023/12/24,中山,8,13:40,冬至特別,ダート,1200,14,780,2023,12
2023/12/24,中山,9,14:15,グッドラックハンデキャップ,芝,2500,14,230,2023,12
2023/12/24,中山,10,14:50,クリスマスカップ,芝,1600,16,15120,2023,12
2023/12/24,中山,11,15:40,有馬記念,芝,2500,16,240,2023,12
2023/12/24,中山,12,16:25,２０２３フェアウェルステークス,ダート,1200,16,1120,2023,12
2023/12/24,阪神,1,09:35,2歳未勝利,ダート,1800,16,1190,2023,12
2023/12/24,阪神,2,10:05,2歳未勝利,芝,1600,16,110,2023,12
2023/12/24,阪神,3,10:35,2歳未勝利,芝,2000,14,15240,2023,12
2023/12/24,阪神,4,11:05,2歳新馬,ダート,1400,16,140,2023,12
2023/12/24,阪神,5,11:35,障害3歳以上未勝利,障害,2970,14,6900,2023,12
2023/12/24,阪神,6,12:25,2歳新馬,芝,1600,18,41970,2023,12
2023/12/24,阪神,7,12:55,3歳以上1勝クラス,ダート,1800,11,3930,2023,12
2023/12/24,阪神,8,13:25,3歳以上2勝クラス,芝,1800,12,4520,2023,12
2023/12/24,阪神,9,14:00,クリスマスエルフ賞,ダート,1800,16,,2023,12
2023/12/24,阪神,10,14:35,サンタクロースステークス,芝,2000,13,1940,2023,12
