開催日,競馬場,レース番号,出走時刻,レース名,コース,距離,出走頭数,金額,開催日(年),開催日(月)
2022/07/23,小倉,3,11:05,3歳未勝利,ダート,1000,14,33700,2022,7
2022/07/23,小倉,4,11:35,障害3歳以上オープン,障害,2860,7,8940,2022,7
2022/07/23,小倉,5,12:25,2歳新馬,芝,1200,8,8100,2022,7
2022/07/23,小倉,6,12:55,3歳未勝利,ダート,1700,16,67100,2022,7
2022/07/23,小倉,7,13:25,3歳未勝利,芝,2000,18,37680,2022,7
2022/07/23,小倉,8,13:55,3歳以上1勝クラス,ダート,1700,14,350,2022,7
2022/07/23,小倉,9,14:25,大牟田特別,芝,1200,17,9910,2022,7
2022/07/23,小倉,10,15:00,高千穂特別,芝,2000,9,780,2022,7
2022/07/23,小倉,11,15:35,佐世保ステークス,芝,1200,9,620,2022,7
2022/07/23,小倉,12,16:15,3歳以上1勝クラス,ダート,1700,16,4590,2022,7
2022/07/23,札幌,1,09:50,2歳未勝利,芝,1800,5,2250,2022,7
2022/07/23,札幌,2,10:25,3歳未勝利,ダート,1700,10,320,2022,7
2022/07/23,札幌,3,10:55,3歳未勝利,芝,1500,14,360,2022,7
2022/07/23,札幌,4,11:25,3歳未勝利,芝,1200,16,150,2022,7
2022/07/23,札幌,5,12:15,2歳新馬,ダート,1700,14,6910,2022,7
2022/07/23,札幌,6,12:45,3歳未勝利,芝,1800,14,1040,2022,7
2022/07/23,札幌,7,13:15,3歳以上1勝クラス,ダート,1000,10,1990,2022,7
2022/07/23,札幌,8,13:45,3歳以上1勝クラス,芝,1200,13,3270,2022,7
2022/07/23,札幌,9,14:15,利尻特別,芝,2000,8,450,2022,7
2022/07/23,札幌,10,14:50,大倉山特別,ダート,1700,11,11940,2022,7
2022/07/23,札幌,11,15:25,しらかばステークス,芝,1200,15,140,2022,7
2022/07/23,札幌,12,16:05,3歳以上1勝クラス,ダート,1700,10,14420,2022,7
2022/07/23,福島,1,10:10,2歳未勝利,芝,1200,15,600,2022,7
2022/07/23,福島,2,10:45,2歳未勝利,芝,1800,13,10910,2022,7
2022/07/23,福島,3,11:15,3歳未勝利,芝,1200,16,4050,2022,7
2022/07/23,福島,4,11:45,3歳未勝利,ダート,1700,15,,2022,7
2022/07/23,福島,5,12:35,2歳新馬,芝,2000,10,360,2022,7
2022/07/23,福島,6,13:05,2歳新馬,芝,1200,12,130,2022,7
2022/07/23,福島,7,13:35,3歳未勝利,芝,1800,16,410,2022,7
2022/07/23,福島,8,14:05,3歳以上1勝クラス,ダート,1150,16,560,2022,7
2022/07/23,福島,9,14:35,伊達特別,芝,1800,14,350,2022,7
2022/07/23,福島,10,15:10,横手特別,ダート,1700,15,,2022,7
2022/07/23,福島,11,15:45,安達太良ステークス,ダート,1150,15,690,2022,7
2022/07/23,福島,12,16:30,3歳以上1勝クラス,芝,2600,15,66510,2022,7
2022/07/17,函館,1,10:10,2歳未勝利,芝,1200,8,9280,2022,7
2022/07/17,函館,2,10:45,3歳未勝利,ダート,1700,14,3630,2022,7
2022/07/17,函館,3,11:15,3歳未勝利,芝,1200,16,370,2022,7
2022/07/17,函館,4,11:45,3歳未勝利,ダート,1000,12,310,2022,7
2022/07/17,函館,5,12:35,2歳新馬,芝,1800,11,280,2022,7
2022/07/17,函館,6,13:05,3歳未勝利,芝,2600,16,1350,2022,7
2022/07/17,函館,7,13:35,3歳以上1勝クラス,ダート,1700,13,450,2022,7
2022/07/17,函館,8,14:05,3歳以上1勝クラス,芝,1200,16,9390,2022,7
2022/07/17,函館,9,14:35,臥牛山特別,芝,1800,7,2010,2022,7
2022/07/17,函館,10,15:10,駒場特別,ダート,1700,13,770,2022,7
2022/07/17,函館,11,15:45,農林水産省賞典　函館記念,芝,2000,16,420,2022,7
2022/07/17,函館,12,16:30,湯の川温泉特別,芝,1200,14,,2022,7
2022/07/17,小倉,1,09:50,障害3歳以上未勝利,障害,2860,8,12120,2022,7
2022/07/17,小倉,2,10:25,3歳未勝利,芝,1200,18,3100,2022,7
2022/07/17,小倉,3,10:55,2歳未勝利,ダート,1000,12,12430,2022,7
2022/07/17,小倉,4,11:25,3歳未勝利,ダート,1700,15,11480,2022,7
2022/07/17,小倉,5,12:15,2歳新馬,芝,2000,10,20530,2022,7
2022/07/17,小倉,6,12:45,3歳未勝利,芝,1800,16,300,2022,7
2022/07/17,小倉,7,13:15,3歳以上1勝クラス,ダート,1000,14,2080,2022,7
2022/07/17,小倉,8,13:45,3歳以上1勝クラス,芝,1800,11,1080,2022,7
2022/07/17,小倉,9,14:15,対馬特別,ダート,1700,14,360,2022,7
2022/07/17,小倉,10,14:50,戸畑特別,芝,1200,8,3980,2022,7
2022/07/17,小倉,11,15:25,博多ステークス,芝,2000,12,6550,2022,7
2022/07/17,小倉,12,16:05,3歳以上1勝クラス,ダート,1700,15,420,2022,7
2022/07/17,福島,1,10:00,2歳未勝利,ダート,1150,10,2450,2022,7
2022/07/17,福島,2,10:35,2歳未勝利,芝,1200,11,150,2022,7
2022/07/17,福島,3,11:05,3歳未勝利,芝,2600,16,10660,2022,7
2022/07/17,福島,4,11:35,3歳未勝利,ダート,1150,16,640,2022,7
2022/07/17,福島,5,12:25,2歳新馬,芝,1800,14,,2022,7
2022/07/17,福島,6,12:55,2歳新馬,芝,1200,11,8580,2022,7
2022/07/17,福島,7,13:25,3歳未勝利,芝,1800,16,770,2022,7
2022/07/17,福島,8,13:55,3歳以上1勝クラス,ダート,1700,15,25280,2022,7
2022/07/17,福島,9,14:25,郡山特別,芝,1200,10,13330,2022,7
2022/07/17,福島,10,15:00,信夫山特別,芝,2600,8,800,2022,7
2022/07/17,福島,11,15:35,福島テレビオープン,芝,1200,16,,2022,7
2022/07/17,福島,12,16:20,3歳以上1勝クラス,ダート,1700,15,550,2022,7
2022/07/16,函館,1,09:50,2歳未勝利,芝,1800,8,370,2022,7
2022/07/16,函館,2,10:25,3歳未勝利,ダート,1700,14,690,2022,7
2022/07/16,函館,3,10:55,3歳未勝利,芝,1200,16,250,2022,7
2022/07/16,函館,4,11:25,3歳未勝利,ダート,1700,14,2380,2022,7
2022/07/16,函館,5,12:15,3歳未勝利,芝,2000,16,830,2022,7
2022/07/16,函館,6,12:45,3歳未勝利,ダート,1700,14,15540,2022,7
2022/07/16,函館,7,13:15,3歳以上1勝クラス,ダート,1000,12,10310,2022,7
2022/07/16,函館,8,13:45,3歳以上1勝クラス,芝,1200,14,420,2022,7
2022/07/16,函館,9,14:15,湯浜特別,ダート,1700,12,3580,2022,7
2022/07/16,函館,10,14:50,かもめ島特別,芝,1800,14,740,2022,7
2022/07/16,函館,11,15:25,函館２歳ステークス,芝,1200,13,210,2022,7
2022/07/16,函館,12,16:05,3歳以上1勝クラス,芝,2600,9,860,2022,7
2022/07/16,小倉,1,10:00,2歳未勝利,芝,1200,15,450,2022,7
2022/07/16,小倉,2,10:35,3歳未勝利,ダート,1700,16,11620,2022,7
2022/07/16,小倉,3,11:05,3歳未勝利,芝,1800,16,18760,2022,7
2022/07/16,小倉,4,11:35,3歳未勝利,ダート,1000,14,10540,2022,7
2022/07/16,小倉,5,12:25,2歳新馬,芝,1800,7,40650,2022,7
2022/07/16,小倉,6,12:55,2歳新馬,芝,1200,8,2890,2022,7
2022/07/16,小倉,7,13:25,3歳未勝利,芝,2000,18,23640,2022,7
2022/07/16,小倉,8,13:55,3歳以上1勝クラス,ダート,1700,14,3150,2022,7
2022/07/16,小倉,9,14:25,都井岬特別,芝,2000,9,460,2022,7
2022/07/16,小倉,10,15:00,糸島特別,ダート,1000,14,1480,2022,7
2022/07/16,小倉,11,15:35,西部日刊スポーツ杯,ダート,1700,16,4790,2022,7
2022/07/16,小倉,12,16:15,3歳以上1勝クラス,芝,1200,12,48920,2022,7
2022/07/16,福島,1,10:10,障害3歳以上未勝利,障害,2770,12,480,2022,7
2022/07/16,福島,2,10:45,3歳未勝利,ダート,1700,15,6890,2022,7
2022/07/16,福島,3,11:15,3歳未勝利,ダート,1700,15,14480,2022,7
2022/07/16,福島,4,11:45,障害3歳以上オープン,障害,3380,6,4550,2022,7
2022/07/16,福島,5,12:35,2歳新馬,芝,1800,13,170,2022,7
2022/07/16,福島,6,13:05,2歳新馬,ダート,1150,13,540,2022,7
2022/07/16,福島,7,13:35,3歳未勝利,芝,1200,16,570,2022,7
2022/07/16,福島,8,14:05,3歳以上1勝クラス,芝,1200,16,440,2022,7
2022/07/16,福島,9,14:35,南相馬特別,芝,2000,10,260,2022,7
2022/07/16,福島,10,15:10,いわき特別,ダート,1700,15,760,2022,7
2022/07/16,福島,11,15:45,バーデンバーデンカップ,芝,1200,9,560,2022,7
2022/07/16,福島,12,16:30,3歳以上1勝クラス,ダート,1150,16,12010,2022,7
2022/07/10,函館,1,09:50,2歳未勝利,ダート,1000,11,1660,2022,7
2022/07/10,函館,2,10:25,3歳未勝利,ダート,1700,14,480,2022,7
2022/07/10,函館,3,10:55,3歳未勝利,芝,1800,14,610,2022,7
2022/07/10,函館,4,11:25,3歳未勝利,芝,1200,16,300,2022,7
2022/07/10,函館,5,12:15,2歳新馬,芝,1800,6,5440,2022,7
2022/07/10,函館,6,12:45,3歳未勝利,ダート,1000,12,4180,2022,7
2022/07/10,函館,7,13:15,3歳以上1勝クラス,芝,2000,8,520,2022,7
2022/07/10,函館,8,13:45,3歳以上1勝クラス,ダート,1700,12,13680,2022,7
2022/07/10,函館,9,14:15,下北半島特別,芝,1200,11,1120,2022,7
2022/07/10,函館,10,14:50,横津岳特別,芝,2600,13,380,2022,7
2022/07/10,函館,11,15:25,五稜郭ステークス,芝,2000,16,114090,2022,7
2022/07/10,函館,12,16:05,3歳以上2勝クラス,ダート,1000,12,850,2022,7
2022/07/10,小倉,1,10:00,3歳未勝利,ダート,1700,16,620,2022,7
2022/07/10,小倉,2,10:35,3歳未勝利,芝,2600,16,1400,2022,7
2022/07/10,小倉,3,11:05,3歳未勝利,ダート,1700,16,2470,2022,7
2022/07/10,小倉,4,11:35,3歳未勝利,芝,1800,16,110,2022,7
2022/07/10,小倉,5,12:25,2歳新馬,芝,1800,12,620,2022,7
2022/07/10,小倉,6,12:55,2歳新馬,芝,1200,14,1560,2022,7
2022/07/10,小倉,7,13:25,3歳以上1勝クラス,ダート,1000,11,12000,2022,7
2022/07/10,小倉,8,13:55,3歳以上1勝クラス,ダート,1700,15,360,2022,7
2022/07/10,小倉,9,14:25,タイランドカップ,芝,2600,13,3040,2022,7
2022/07/10,小倉,10,15:00,フィリピントロフィー,芝,1800,10,10960,2022,7
2022/07/10,小倉,11,15:35,プロキオンステークス,ダート,1700,16,940,2022,7
2022/07/10,小倉,12,16:15,シンガポールターフクラブ賞,芝,1200,7,4100,2022,7
2022/07/10,福島,1,10:10,障害3歳以上未勝利,障害,2750,13,1290,2022,7
2022/07/10,福島,2,10:45,3歳未勝利,ダート,1700,15,23960,2022,7
2022/07/10,福島,3,11:15,3歳未勝利,ダート,1150,16,38490,2022,7
2022/07/10,福島,4,11:45,3歳未勝利,芝,1200,16,760,2022,7
2022/07/10,福島,5,12:35,2歳新馬,芝,2000,10,1940,2022,7
2022/07/10,福島,6,13:05,2歳新馬,芝,1200,9,270,2022,7
2022/07/10,福島,7,13:35,3歳未勝利,ダート,1700,15,12520,2022,7
2022/07/10,福島,8,14:05,3歳以上1勝クラス,芝,1800,16,1260,2022,7
2022/07/10,福島,9,14:35,織姫賞,芝,1800,16,2420,2022,7
2022/07/10,福島,10,15:10,天の川ステークス,ダート,1700,13,640,2022,7
2022/07/10,福島,11,15:45,七夕賞,芝,2000,16,320,2022,7
2022/07/10,福島,12,16:30,彦星賞,ダート,1150,16,760,2022,7
2022/07/09,函館,1,09:50,2歳未勝利,芝,1200,7,1150,2022,7
2022/07/09,函館,2,10:25,3歳未勝利,ダート,1000,12,1190,2022,7
2022/07/09,函館,3,10:55,3歳未勝利,ダート,1700,14,7990,2022,7
2022/07/09,函館,4,11:25,3歳未勝利,芝,1800,14,200,2022,7
2022/07/09,函館,5,12:15,2歳新馬,芝,1200,13,1140,2022,7
2022/07/09,函館,6,12:45,3歳未勝利,芝,2000,14,1540,2022,7
2022/07/09,函館,7,13:15,3歳以上1勝クラス,ダート,1000,12,1670,2022,7
2022/07/09,函館,8,13:45,3歳以上1勝クラス,ダート,1700,11,5930,2022,7
2022/07/09,函館,9,14:15,北斗特別,芝,2000,7,3690,2022,7
2022/07/09,函館,10,14:50,潮騒特別,芝,1200,13,2840,2022,7
2022/07/09,函館,11,15:25,デルマーサラブレッドクラブ賞マリーンステークス,ダート,1700,14,,2022,7
2022/07/09,函館,12,16:05,3歳以上1勝クラス,芝,1200,14,20530,2022,7
2022/07/09,小倉,1,10:00,障害3歳以上未勝利,障害,2860,10,8670,2022,7
2022/07/09,小倉,2,10:35,2歳未勝利,芝,1800,6,12100,2022,7
2022/07/09,小倉,3,11:05,3歳未勝利,ダート,1000,14,440,2022,7
2022/07/09,小倉,4,11:35,障害3歳以上オープン,障害,3390,6,5660,2022,7
2022/07/09,小倉,5,12:25,2歳新馬,芝,1200,10,130,2022,7
2022/07/09,小倉,6,12:55,3歳未勝利,芝,2000,18,1510,2022,7
2022/07/09,小倉,7,13:25,3歳未勝利,芝,1200,18,680,2022,7
2022/07/09,小倉,8,13:55,3歳以上1勝クラス,ダート,1700,16,770,2022,7
2022/07/09,小倉,9,14:25,マカオジョッキークラブトロフィー,芝,1800,11,5820,2022,7
2022/07/09,小倉,10,15:00,インディアトロフィー,ダート,1700,12,7830,2022,7
2022/07/09,小倉,11,15:35,マレーシアカップ,ダート,1000,11,540,2022,7
2022/07/09,小倉,12,16:15,3歳以上1勝クラス,芝,1200,13,7000,2022,7
2022/07/09,福島,1,10:10,2歳未勝利,芝,1200,10,33870,2022,7
2022/07/09,福島,2,10:45,2歳未勝利,芝,1800,8,570,2022,7
2022/07/09,福島,3,11:15,3歳未勝利,ダート,1150,16,6030,2022,7
2022/07/09,福島,4,11:45,3歳未勝利,ダート,1700,15,1260,2022,7
2022/07/09,福島,5,12:35,2歳新馬,芝,1800,11,170,2022,7
2022/07/09,福島,6,13:05,2歳新馬,芝,1200,11,10760,2022,7
2022/07/09,福島,7,13:35,3歳未勝利,芝,1800,16,41340,2022,7
2022/07/09,福島,8,14:05,3歳以上1勝クラス,ダート,1700,15,380,2022,7
2022/07/09,福島,9,14:35,須賀川特別,芝,1200,11,1480,2022,7
2022/07/09,福島,10,15:10,猪苗代特別,芝,2000,13,9760,2022,7
2022/07/09,福島,11,15:45,阿武隈ステークス,芝,1800,16,2710,2022,7
2022/07/09,福島,12,16:30,3歳以上1勝クラス,ダート,1150,16,290,2022,7
2022/07/03,函館,1,09:50,2歳未勝利,芝,1200,11,2030,2022,7
2022/07/03,函館,2,10:25,3歳未勝利,ダート,1000,12,7990,2022,7
2022/07/03,函館,3,10:55,3歳未勝利,ダート,1700,12,3030,2022,7
2022/07/03,函館,4,11:25,3歳未勝利,芝,1200,16,720,2022,7
2022/07/03,函館,5,12:15,2歳新馬,芝,1800,8,3640,2022,7
2022/07/03,函館,6,12:45,3歳未勝利,芝,2000,13,580,2022,7
2022/07/03,函館,7,13:15,3歳以上1勝クラス,ダート,1700,14,360,2022,7
2022/07/03,函館,8,13:45,3歳以上1勝クラス,芝,1800,10,7660,2022,7
2022/07/03,函館,9,14:15,函館道新スポーツ杯,芝,1200,16,6020,2022,7
2022/07/03,函館,10,14:50,竜飛崎特別,ダート,1700,10,1020,2022,7
2022/07/03,函館,11,15:25,巴賞,芝,1800,12,850,2022,7
2022/07/03,函館,12,16:05,3歳以上1勝クラス,ダート,1000,12,470,2022,7
2022/07/03,小倉,1,10:00,障害3歳以上未勝利,障害,2860,8,2730,2022,7
2022/07/03,小倉,2,10:35,3歳未勝利,芝,1800,16,270,2022,7
2022/07/03,小倉,3,11:05,3歳未勝利,ダート,1000,14,4870,2022,7
2022/07/03,小倉,4,11:35,3歳未勝利,ダート,1700,16,890,2022,7
2022/07/03,小倉,5,12:25,2歳新馬,芝,1800,8,12170,2022,7
2022/07/03,小倉,6,12:55,2歳新馬,芝,1200,9,2390,2022,7
2022/07/03,小倉,7,13:25,3歳以上1勝クラス,ダート,1700,12,8430,2022,7
2022/07/03,小倉,8,13:55,3歳以上1勝クラス,芝,1200,12,480,2022,7
2022/07/03,小倉,9,14:25,国東特別,芝,2000,10,1010,2022,7
2022/07/03,小倉,10,15:00,西部スポニチ賞,ダート,1700,12,13490,2022,7
2022/07/03,小倉,11,15:35,ＣＢＣ賞,芝,1200,17,18670,2022,7
2022/07/03,小倉,12,16:15,3歳以上1勝クラス,ダート,1700,13,610,2022,7
2022/07/03,福島,1,10:10,2歳未勝利,芝,1800,8,15320,2022,7
2022/07/03,福島,2,10:45,3歳未勝利,芝,1200,16,490,2022,7
2022/07/03,福島,3,11:15,3歳未勝利,ダート,1150,16,16940,2022,7
2022/07/03,福島,4,11:45,3歳未勝利,芝,2000,16,200,2022,7
2022/07/03,福島,5,12:35,2歳新馬,芝,1800,13,260,2022,7
2022/07/03,福島,6,13:05,2歳新馬,芝,1200,16,2230,2022,7
2022/07/03,福島,7,13:35,3歳未勝利,ダート,1700,15,7830,2022,7
2022/07/03,福島,8,14:05,3歳以上1勝クラス,芝,1200,11,6540,2022,7
2022/07/03,福島,9,14:35,鶴ヶ城特別,ダート,1700,13,860,2022,7
2022/07/03,福島,10,15:10,さくらんぼ特別,芝,1200,14,4580,2022,7
2022/07/03,福島,11,15:45,ラジオＮＩＫＫＥＩ賞,芝,1800,13,250,2022,7
2022/07/03,福島,12,16:30,3歳以上1勝クラス,ダート,1150,16,400,2022,7
2022/07/02,函館,1,09:50,2歳未勝利,芝,1200,6,1480,2022,7
2022/07/02,函館,2,10:25,3歳未勝利,ダート,1700,14,1190,2022,7
2022/07/02,函館,3,10:55,3歳未勝利,芝,1800,15,26620,2022,7
2022/07/02,函館,4,11:25,3歳未勝利,ダート,1700,14,1160,2022,7
2022/07/02,函館,5,12:15,2歳新馬,芝,1200,8,19560,2022,7
2022/07/02,函館,6,12:45,2歳新馬,ダート,1000,7,3850,2022,7
2022/07/02,函館,7,13:15,3歳以上1勝クラス,芝,2000,9,870,2022,7
2022/07/02,函館,8,13:45,3歳以上1勝クラス,ダート,2400,12,930,2022,7
2022/07/02,函館,9,14:15,長万部特別,芝,1200,14,390,2022,7
2022/07/02,函館,10,14:50,洞爺湖特別,芝,1800,10,260,2022,7
2022/07/02,函館,11,15:25,ＴＶｈ杯,芝,1200,16,3740,2022,7
2022/07/02,函館,12,16:05,3歳以上1勝クラス,ダート,1700,13,1030,2022,7
2022/07/02,小倉,1,10:00,2歳未勝利,芝,1200,10,380,2022,7
2022/07/02,小倉,2,10:35,3歳未勝利,ダート,1000,12,340,2022,7
2022/07/02,小倉,3,11:05,3歳未勝利,芝,1200,18,4190,2022,7
2022/07/02,小倉,4,11:35,3歳未勝利,芝,2000,15,1480,2022,7
2022/07/02,小倉,5,12:25,2歳新馬,芝,1200,18,5300,2022,7
2022/07/02,小倉,6,12:55,2歳新馬,ダート,1000,11,4440,2022,7
2022/07/02,小倉,7,13:25,3歳未勝利,ダート,1700,16,460,2022,7
2022/07/02,小倉,8,13:55,3歳以上1勝クラス,芝,1800,10,21760,2022,7
2022/07/02,小倉,9,14:25,秋吉台特別,芝,1200,12,13060,2022,7
2022/07/02,小倉,10,15:00,彦島特別,芝,2600,10,540,2022,7
2022/07/02,小倉,11,15:35,九州スポーツ杯,ダート,1700,16,460,2022,7
2022/07/02,小倉,12,16:15,3歳以上1勝クラス,ダート,1000,14,420,2022,7
2022/07/02,福島,1,10:10,障害3歳以上未勝利,障害,2750,13,720,2022,7
2022/07/02,福島,2,10:45,3歳未勝利,ダート,1700,15,470,2022,7
2022/07/02,福島,3,11:15,3歳未勝利,ダート,1700,15,340,2022,7
2022/07/02,福島,4,11:45,障害3歳以上オープン,障害,2750,13,380,2022,7
2022/07/02,福島,5,12:35,2歳新馬,芝,1200,15,220,2022,7
2022/07/02,福島,6,13:05,2歳新馬,ダート,1150,12,1840,2022,7
2022/07/02,福島,7,13:35,3歳未勝利,芝,2000,10,4370,2022,7
2022/07/02,福島,8,14:05,3歳以上1勝クラス,ダート,1700,12,110,2022,7
2022/07/02,福島,9,14:35,開成山特別,芝,2600,10,18240,2022,7
2022/07/02,福島,10,15:10,松島特別,芝,1800,11,270,2022,7
2022/07/02,福島,11,15:45,ＴＵＦ杯,芝,1200,11,960,2022,7
2022/07/02,福島,12,16:30,3歳以上1勝クラス,ダート,1700,15,12950,2022,7
2022/08/28,小倉,1,09:50,2歳未勝利,ダート,1000,12,590,2022,8
2022/08/28,小倉,2,10:25,3歳未勝利,芝,2600,16,67910,2022,8
2022/08/28,小倉,3,10:55,3歳未勝利,芝,2000,16,6730,2022,8
2022/08/28,小倉,4,11:25,3歳未勝利,ダート,1700,16,8110,2022,8
2022/08/28,小倉,5,12:15,2歳新馬,芝,1800,10,1370,2022,8
2022/08/28,小倉,6,12:45,2歳新馬,芝,1200,9,3080,2022,8
2022/08/28,小倉,7,13:15,3歳未勝利,ダート,1700,16,260,2022,8
2022/08/28,小倉,8,13:45,3歳以上1勝クラス,ダート,1000,13,290,2022,8
2022/08/28,小倉,9,14:15,英彦山特別,芝,2000,7,3780,2022,8
2022/08/28,小倉,10,14:50,ＲＫＢ賞,ダート,1700,16,4600,2022,8
2022/08/28,小倉,11,15:25,小倉日経オープン,芝,1800,11,8570,2022,8
